NAAM;STRAAT;GEMEENTE;WGS84_LATITUDE;WGS84_LONGITUDE;EMAIL;LINK;POITYPE;CATEGORIE
GO! Basisschool voor buitengewoon onderwijs - Aan Zee De Haan;Koninklijke Baan;De Haan;51,27357475;3,02128389;emily.baert@basisschoolaanzee.be;https://www.basisschoolaanzee.be;Buitengewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool voor buitengewoon onderwijs - Aan Zee De Haan;Koninklijke Baan;De Haan;51,27357475;3,02128389;emily.baert@basisschoolaanzee.be;https://www.basisschoolaanzee.be;Buitengewoon lager onderwijs;Basisonderwijs
GO! school voor buitengewoon secundair onderwijs Zeelyceum;Koninklijke Baan;De Haan;51,27357475;3,02128389;info@zeelyceum.be;https://www.zeelyceum.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Heideschool;Heidelaan;De Haan;51,25913979;3,0042361;directie@heideschool.be;https://www.heideschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Heideschool;Heidelaan;De Haan;51,25913979;3,0042361;directie@heideschool.be;https://www.heideschool.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Einstein De Haan;Einsteinlaan;De Haan;51,2689198;3,03094821;directie.einstein@sgimpact.be;https://www.campuseinstein.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Einstein De Haan;Einsteinlaan;De Haan;51,2689198;3,03094821;directie.einstein@sgimpact.be;https://www.campuseinstein.be;Gewoon lager onderwijs;Basisonderwijs
GO! atheneum Maerlant Blankenberge;Einsteinlaan;De Haan;51,2689198;3,03094821; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Atheneum Brugge;Einsteinlaan;De Haan;51,2689198;3,03094821; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! middenschool Zwinstede Knokke;Einsteinlaan;De Haan;51,2689198;3,03094821; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Immaculata;Noorddreef;De Panne;51,09569514;2,61177298; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Pieter;Kloosterweg;De Panne;51,07480011;2,60460784;directie@vbs-sint-pieter.be;https://www.vbs-sint-pieter.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Pieter;Kloosterweg;De Panne;51,07480011;2,60460784;directie@vbs-sint-pieter.be;https://www.vbs-sint-pieter.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool - De Leerplaneet;Dorpsstraat;De Panne;51,07452374;2,60116431;gemeenteschool@depanne.be;https://www.depanne.be/deleerplaneet;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - De Leerplaneet;Dorpsstraat;De Panne;51,07452374;2,60116431;gemeenteschool@depanne.be;https://www.depanne.be/deleerplaneet;Gewoon lager onderwijs;Basisonderwijs
Centrum voor Volwassenenonderwijs Cervo-GO!;St.-Elisabethlaan;De Panne;51,09346711;2,59388029;info@cervogo.be;https://www.cervogo.be;Secundair volwassenenonderwijs;Volwassenenonderwijs
Vrije Basisschool Immaculata;Meeuwenlaan;De Panne;51,099416;2,59365449; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Immaculata;Meeuwenlaan;De Panne;51,099416;2,59365449; ;;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool De Tuimelaar De Panne;Verenigingstraat;De Panne;51,0975586;2,59331089;dir.bsdepanne@inspirascholen.be;https://www.detuimelaar.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Tuimelaar De Panne;Verenigingstraat;De Panne;51,0975586;2,59331089;dir.bsdepanne@inspirascholen.be;https://www.detuimelaar.be;Gewoon lager onderwijs;Basisonderwijs
GO! technisch atheneum Diksmuide;St.-Elisabethlaan;De Panne;51,09297773;2,59302789; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! middenschool Ieper;St.-Elisabethlaan;De Panne;51,09297773;2,59302789; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Atheneum Nieuwpoort;St.-Elisabethlaan;De Panne;51,09297773;2,59302789; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Atheneum Calmeyn De Panne;St.-Elisabethlaan;De Panne;51,09297773;2,59302789;info@calmeyn.be;https://www.calmeyn.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! MSKA Roeselare;St.-Elisabethlaan;De Panne;51,09297773;2,59302789; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Sint-Pieter;Duinenstraat;De Panne;51,09416116;2,59041282; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Pieter;Duinenstraat;De Panne;51,09416116;2,59041282; ;;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Podiumkunsten Westhoek;Koninklijke Baan;De Panne;51,09510577;2,58806372; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Westhoek-Academie;Koninklijke Baan;De Panne;51,09510577;2,58806372; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Sint-Bernarduscollege;Koninklijke Baan;De Panne;51,09639592;2,58597265; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Immaculata;E. D'Arripelaan;De Panne;51,09639592;2,58597265;directie@immaculata.be;https://www.immaculatabasisschool.be;Gewoon lager onderwijs;Basisonderwijs
Immaculata-instituut;Koninklijke Baan;De Panne;51,09639592;2,58597265;info@immaculatainstituut.be;https://www.immaculatainstituut.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Zevergem;Dorp;De Pinte;50,97801544;3,69449393;directie@vbszevergem.be;https://www.vbszevergem.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Zevergem;Dorp;De Pinte;50,97801544;3,69449393;directie@vbszevergem.be;https://www.vbszevergem.be;Gewoon lager onderwijs;Basisonderwijs
GO! Erasmusatheneum Deinze;Polderdreef;De Pinte;50,99094067;3,657531; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Erasmus De Pinte;Polderdreef;De Pinte;50,99094067;3,657531;directie@erasmusdepinte.be;https://www.erasmusdepinte.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Kleine Prins De Pinte;Kasteellaan;De Pinte;50,99230015;3,6563851;directeur@schooldekleineprins.be;https://www.schooldekleineprins.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Kleine Prins De Pinte;Kasteellaan;De Pinte;50,99230015;3,6563851;directeur@schooldekleineprins.be;https://www.schooldekleineprins.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool De Pinte;Baron de Gieylaan;De Pinte;50,99202419;3,65238672;info@vbs-depinte.be;https://www.vbs-depinte.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Pinte;Baron de Gieylaan;De Pinte;50,99202419;3,65238672;info@vbs-depinte.be;https://www.vbs-depinte.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool;Polderbos;De Pinte;50,99219661;3,64383763;directie@deblijeschool.be;https://www.deblijeschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool;Polderbos;De Pinte;50,99219661;3,64383763;directie@deblijeschool.be;https://www.deblijeschool.be;Gewoon lager onderwijs;Basisonderwijs
GO! Leefschool Klavertje 4 Nevele;Breughellaan;De Pinte;50,99200905;3,63966702; ;;Gewoon kleuteronderwijs;Basisonderwijs
GO! Leefschool Klavertje 4 Nevele;Breughellaan;De Pinte;50,99200905;3,63966702; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Breestraat;Deerlijk;50,84689991;3,38081381; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Breestraat;Deerlijk;50,84689991;3,38081381;directeur@basisschoolbelgiek.be;https://www.basisschoolbelgiek.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Breestraat;Deerlijk;50,84689991;3,38081381;directeur@basisschoolbelgiek.be;https://www.basisschoolbelgiek.be;Gewoon lager onderwijs;Basisonderwijs
"HAP! Harelbeekse Academie voor Podiumkunsten """;Breestraat;Deerlijk;50,84689991;3,38081381; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool-St-Lodewijk;Pladijsstraat;Deerlijk;50,82215354;3,37596827;info@sintlodewijk.org;https://www.sintlodewijk.org;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool-St-Lodewijk;Pladijsstraat;Deerlijk;50,82215354;3,37596827;info@sintlodewijk.org;https://www.sintlodewijk.org;Gewoon lager onderwijs;Basisonderwijs
"HAP! Harelbeekse Academie voor Podiumkunsten """;Pladijsstraat;Deerlijk;50,82290208;3,37412153; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool-St-Lodewijk;Pladijsstraat;Deerlijk;50,82293394;3,37363828; ;;Gewoon lager onderwijs;Basisonderwijs
"HAP! Harelbeekse Academie voor Podiumkunsten """;Pladijsstraat;Deerlijk;50,82293394;3,37363828; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
"HAP! Harelbeekse Academie voor Podiumkunsten """;Vichtesteenweg;Deerlijk;50,85307373;3,36043129; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - Sancta Maria;Nieuwstraat;Deerlijk;50,853653;3,35774875;directie@kimsam.net;https://www.dekimdesam.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - Sancta Maria;Nieuwstraat;Deerlijk;50,853653;3,35774875;directie@kimsam.net;https://www.dekimdesam.be;Buitengewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - De Kim;Nieuwstraat;Deerlijk;50,853653;3,35774875; ;;Buitengewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - De Kim;Nieuwstraat;Deerlijk;50,853653;3,35774875; ;;Buitengewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Hoogstraat;Deerlijk;50,85425439;3,3576364;de.berk@deerlijk.be;https://www.berkenbeuk.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Hoogstraat;Deerlijk;50,85425439;3,3576364;de.berk@deerlijk.be;https://www.berkenbeuk.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Hoogstraat;Deerlijk;50,85425439;3,3576364; ;;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Lagere School;Hoogstraat;Deerlijk;50,85425439;3,3576364;de.beuk@deerlijk.be;https://www.berkenbeuk.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Sint-Amandusstraat;Deerlijk;50,85547682;3,35552223;de.berk@deerlijk.be;https://www.berkenbeuk.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Lagere School;Sint-Amandusstraat;Deerlijk;50,85547682;3,35552223;de.beuk@deerlijk.be;https://www.berkenbeuk.be;Gewoon lager onderwijs;Basisonderwijs
"HAP! Harelbeekse Academie voor Podiumkunsten """;Sint-Amandusstraat;Deerlijk;50,8548374;3,35539398; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - Sancta Maria;Sint-Amandusstraat;Deerlijk;50,85585251;3,35530109; ;;Buitengewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - Sancta Maria;Sint-Amandusstraat;Deerlijk;50,85585251;3,35530109; ;;Buitengewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - De Kim;Sint-Amandusstraat;Deerlijk;50,85585251;3,35530109;directie@kimsam.net;https://www.dekimdesam.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - De Kim;Sint-Amandusstraat;Deerlijk;50,85585251;3,35530109;directie@kimsam.net;https://www.dekimdesam.be;Buitengewoon lager onderwijs;Basisonderwijs
GO! Basisschool De DRIESprong Deerlijk;Kapel ter Rustestraat;Deerlijk;50,85088549;3,35479744;isabellechristiaens@bs-dedriesprong.be;https://www.bs-dedriesprong.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De DRIESprong Deerlijk;Kapel ter Rustestraat;Deerlijk;50,85088549;3,35479744;isabellechristiaens@bs-dedriesprong.be;https://www.bs-dedriesprong.be;Gewoon lager onderwijs;Basisonderwijs
"HAP! Harelbeekse Academie voor Podiumkunsten """;Hoogstraat;Deerlijk;50,8545066;3,35352631; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool;Desselgemstraat;Deerlijk;50,85810043;3,3721413; ;;Gewoon kleuteronderwijs;Basisonderwijs
GO! basisschool voor buitengewoon onderwijs - De Veerboot Astene;Pontstraat;Deinze;50,98814344;3,56639015;directie@deveerboot.be;https://www.deveerboot.be;Buitengewoon kleuteronderwijs;Basisonderwijs
GO! basisschool voor buitengewoon onderwijs - De Veerboot Astene;Pontstraat;Deinze;50,98814344;3,56639015;directie@deveerboot.be;https://www.deveerboot.be;Buitengewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Mozaïek;Nieuwstraat;Deinze;50,98384693;3,56515341;info@mozaiekastene.be;https://www.mozaiekastene.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Mozaïek;Nieuwstraat;Deinze;50,98384693;3,56515341;info@mozaiekastene.be;https://www.mozaiekastene.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - Ter Leie;Bachtekerkstraat;Deinze;50,99829702;3,55003281;directie@bo-terleie.be;https://www.bo-terleie.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - Ter Leie;Bachtekerkstraat;Deinze;50,99829702;3,55003281;directie@bo-terleie.be;https://www.bo-terleie.be;Buitengewoon lager onderwijs;Basisonderwijs
Vrije Basisschool De Sterrebloem;Lange Akkerstraat;Deinze;51,01604653;3,54031676;info@desterrebloem.be;https://www.desterrebloem.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Sterrebloem;Lange Akkerstraat;Deinze;51,01604653;3,54031676;info@desterrebloem.be;https://www.desterrebloem.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Driessprong;Gaversesteenweg;Deinze;50,97435884;3,53867501;info@driessprong.be;https://www.driessprong.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Driessprong;Gaversesteenweg;Deinze;50,97435884;3,53867501;info@driessprong.be;https://www.driessprong.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Het Leerbos;Ten Bosse;Deinze;50,99009874;3,53597499;info@hetleerbos.be;https://www.hetleerbos.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Het Leerbos;Ten Bosse;Deinze;50,99009874;3,53597499;info@hetleerbos.be;https://www.hetleerbos.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Erasmus;Volhardingslaan;Deinze;50,97542889;3,53362963;directie@bserasmus.be;https://www.bserasmus.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Erasmus;Volhardingslaan;Deinze;50,97542889;3,53362963;directie@bserasmus.be;https://www.bserasmus.be;Gewoon lager onderwijs;Basisonderwijs
GO! Erasmusatheneum Deinze;Volhardingslaan;Deinze;50,97489432;3,5330411;directie@erasmusatheneum.be;https://www.erasmusatheneum.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! technisch atheneum Ieper;Volhardingslaan;Deinze;50,97489432;3,5330411; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Campus De Reynaert Tielt;Volhardingslaan;Deinze;50,97489432;3,5330411; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! secundair onderwijs Groenhove CAT;Volhardingslaan;Deinze;50,97489432;3,5330411; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Secundaire School De Beuk Aalter;Volhardingslaan;Deinze;50,97489432;3,5330411; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Leiepoort Deinze campus Sint-Hendrik, bovenbouw;Guido Gezellelaan;Deinze;50,98120229;3,5326439;koen.vermeulen@leiepoort.be;https://www.leiepoort.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Leiepoort Deinze campus Sint-Hendrik, eerste graad;Guido Gezellelaan;Deinze;50,98120229;3,5326439;sinthendrik@leiepoort.be;https://www.leiepoort.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
KADE;Guido Gezellelaan;Deinze;50,98312109;3,53194034; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
KADE;Kalkhofstraat;Deinze;50,98365727;3,53148928;kunstacademie@deinze.be;https://www.kunstacademiedeinze.be;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
KADE;Leiedam;Deinze;50,98303331;3,53097348; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrij Technisch Instituut Deinze;Leon Declercqstraat;Deinze;50,98784763;3,53038898;vti.deinze@vtideinze.be;https://www.vtideinze.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Erasmusatheneum Deinze;Peter Benoitlaan;Deinze;50,98606008;3,52932426;ms.deinze@rago.be;https://www.msdeinze.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Erasmus De Pinte;Peter Benoitlaan;Deinze;50,98606008;3,52932426; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! technisch atheneum Vesaliusinstituut Oostende;Peter Benoitlaan;Deinze;50,98606008;3,52932426; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! secundair onderwijs Groenhove CAT;Peter Benoitlaan;Deinze;50,98606008;3,52932426; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Kleurenplaneet Deinze;Schutterijstraat;Deinze;50,9859021;3,52860072;directie@dekleurenplaneet.be;https://www.dekleurenplaneet.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Kleurenplaneet Deinze;Schutterijstraat;Deinze;50,9859021;3,52860072;directie@dekleurenplaneet.be;https://www.dekleurenplaneet.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Leieparel;Kaaistraat;Deinze;50,98376007;3,52825456;directie@leieparel.be;https://www.leieparel.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Leieparel;Kaaistraat;Deinze;50,98376007;3,52825456;directie@leieparel.be;https://www.leieparel.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Kaaistraat;Deinze;50,98399347;3,52820766;directie@wogo.be;https://www.wogo.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Kaaistraat;Deinze;50,98399347;3,52820766;directie@wogo.be;https://www.wogo.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Sint-Hendrik;Oostkouterlaan;Deinze;50,97160496;3,52811637;directie@shpetegem.be;https://www.shpetegem.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Hendrik;Oostkouterlaan;Deinze;50,97160496;3,52811637;directie@shpetegem.be;https://www.shpetegem.be;Gewoon lager onderwijs;Basisonderwijs
KADE;Gentpoortstraat;Deinze;50,98445548;3,52744455; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Leiepoort Deinze campus Sint-Vincentius;Peter Benoitlaan;Deinze;50,9875395;3,52626404;sintvincentius@leiepoort.be;https://www.leiepoort.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Driessprong;Kortrijksesteenweg;Deinze;50,97488615;3,52308813; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs;Kouter;Deinze;50,99141528;3,507791;directie@vibloleieland.be;https://www.vibloleieland.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs;Kouter;Deinze;50,99141528;3,507791;directie@vibloleieland.be;https://www.vibloleieland.be;Buitengewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Zeveren-Vinkt;Heerdweg;Deinze;51,00791552;3,48169693; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Zeveren-Vinkt;Heerdweg;Deinze;51,00791552;3,48169693; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Ardense Jagersstraat-Gottem;Deinze;50,96439455;3,46263198;directie@dekerselaargottem.be;https://www.dekerselaargottem.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Ardense Jagersstraat-Gottem;Deinze;50,96439455;3,46263198;directie@dekerselaargottem.be;https://www.dekerselaargottem.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Leieparel;Dentergemstraat;Deinze;50,97931403;3,4448136; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Leieparel;Dentergemstraat;Deinze;50,97931403;3,4448136; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Leernest;Kloosterstraat;Deinze;51,01000295;3,57787174;directie@leernest.be;https://www.leernest.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Leernest;Kloosterstraat;Deinze;51,01000295;3,57787174;directie@leernest.be;https://www.leernest.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool - De Vaart;Vaart Links;Deinze;51,03134774;3,54815802;directiedevaart@deinze.be;https://www.gbsnevele.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - De Vaart;Vaart Links;Deinze;51,03134774;3,54815802;directiedevaart@deinze.be;https://www.gbsnevele.be;Gewoon lager onderwijs;Basisonderwijs
Leiepoort Deinze campus Sint-Theresia;Gentpoortstraat;Deinze;50,9847025;3,52930583;sinttheresia@leiepoort.be;https://www.leiepoort.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
